 INFO | 2022-11-09 14:33:31,925 | CommonFrameworkKeywords.java | 90 | Startup activites...
 INFO | 2022-11-09 14:33:31,929 | CommonFrameworkKeywords.java | 90 | Test Output Directory creation successful :C:\Users\v-sivasankars\Downloads\Automation Framework (1) (1)\Automation Framework/TestReports/09_11_2022_02_33_31_PM
 INFO | 2022-11-09 14:33:31,930 | CommonFrameworkKeywords.java | 90 | Log File creation successful : LogFile.log
 INFO | 2022-11-09 14:33:32,681 | CommonFrameworkKeywords.java | 90 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TCExecutionSettings.xls
 INFO | 2022-11-09 14:33:34,341 | CommonFrameworkKeywords.java | 90 | Getting value of ElementLoadWaitTime from Test Configuration file : 61
 INFO | 2022-11-09 14:33:34,343 | CommonFrameworkKeywords.java | 90 | Getting value of TextLoadWaitTime from Test Configuration file : 64
 INFO | 2022-11-09 14:33:34,344 | CommonFrameworkKeywords.java | 90 | Getting value of PageLoadWaitTime from Test Configuration file : 60
 INFO | 2022-11-09 14:33:34,345 | CommonFrameworkKeywords.java | 90 | Getting value of ImplicitlyWaitTime from Test Configuration file : 62
 INFO | 2022-11-09 14:33:34,346 | CommonFrameworkKeywords.java | 90 | Element time out set
 INFO | 2022-11-09 14:33:34,349 | CommonFrameworkKeywords.java | 90 | Getting value of NexInfo_logo_path from Test Configuration file : ./Logos/nexInfo.jpg
 INFO | 2022-11-09 14:33:34,362 | CommonFrameworkKeywords.java | 90 | Getting value of Zenoti_logo_path from Test Configuration file : ./Logos/nexInfo.jpg
 INFO | 2022-11-09 14:33:34,364 | CommonFrameworkKeywords.java | 90 | Getting value of NexInfo_logo_path from Test Configuration file : ./Logos/nexInfo.jpg
 INFO | 2022-11-09 14:33:34,365 | CommonFrameworkKeywords.java | 90 | Getting value of Zenoti_logo_path from Test Configuration file : ./Logos/nexInfo.jpg
 INFO | 2022-11-09 14:33:34,429 | CommonFrameworkKeywords.java | 90 | Opening Chrome Browser...
 INFO | 2022-11-09 14:33:34,430 | CommonFrameworkKeywords.java | 90 | Getting value of AppiumTimeOut from Test Configuration file : 63
 INFO | 2022-11-09 14:33:39,248 | CommonFrameworkKeywords.java | 90 | Successfully Maximised Browser Window
 INFO | 2022-11-09 14:33:39,264 | CommonFrameworkKeywords.java | 90 | Browser: Open Successful : chrome
 INFO | 2022-11-09 14:33:39,265 | CommonFrameworkKeywords.java | 90 | Lanuch App : chrome
 INFO | 2022-11-09 14:33:39,271 | CommonFrameworkKeywords.java | 90 | Getting value of URL from Test Configuration file : https://eoeq-test.fa.us2.oraclecloud.com/
 INFO | 2022-11-09 14:33:39,272 | CommonFrameworkKeywords.java | 90 | Navigating to URL : https://eoeq-test.fa.us2.oraclecloud.com/
 INFO | 2022-11-09 14:33:46,145 | CommonFrameworkKeywords.java | 90 | Navigation Successful : https://eoeq-test.fa.us2.oraclecloud.com/
